TALLER;VIN;COLOR;"FECHA PLANIFICADA";"FECHA DE INGRESO A FLUJO";"DÍAS TRANSCURRIDOS AL 20-05-2026";MODELO;MARCA;PROCESO;ESTADO;CONCESIONARIO;OBSERVACIONES
"VARI OVALO";LVTDB11B9VH502868;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
"VARI OVALO";LVTDB11B9VH502904;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
"VARI OVALO";LVTDB11B9VH503213;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
"VARI OVALO";LVTDB11B0VH502497;"GRIS NARDO";2026-05-11;2026-05-05;16;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS"
"VARI OVALO";LVTDB11B9VH502532;NEGRO;2026-05-09;2026-05-04;17;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES"
"VARI OVALO";LVTDB11B6VH502553;NEGRO;2026-05-12;2026-05-06;15;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS S.A."
"VARI OVALO";LVTDB11B0VH501771;NEGRO;2026-05-14;2026-05-08;13;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA 19.03|"
"VARI OVALO";LVTDB11B0VH501916;"GRIS NARDO";2026-05-15;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GASOLINA 19.03|"
"VARI OVALO";LVTDB11B0VH502015;NEGRO;2026-05-14;2026-05-08;13;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA GACSA 19.03|"
"VARI OVALO";LVTDB11B1VH502069;NEGRO;2026-05-13;2026-05-07;14;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH 19.03|"
"VARI OVALO";LVTDB11B3VH501666;AZUL;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"GNECCO Y CIA S.A.C. ";"VENTA GNECCO Y CIA S.A.C."
"VARI OVALO";LVTDB11B3VH501697;AZUL;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"IWAGEN S.A.C. ";"VENTA IWAGEN S.A.C."
"VARI OVALO";LVTDB11B3VH501733;AZUL;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP PERU S.A.C."
"VARI OVALO";LVTDB11B3VH501862;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"GNECCO Y CIA S.A.C. ";"VENTA GNECCO Y CIA S.A.C."
"VARI OVALO";LVTDB11B3VH501912;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR S.A.C."
"VARI OVALO";LVTDB11B5VH501345;BLANCO;2026-05-15;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GASOLINA 19.03|"
"VARI OVALO";LVTDB11B5VH501927;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR S.A.C."
"VARI OVALO";LVTDB11B5VH501961;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"GNECCO Y CIA S.A.C. ";"VENTA GNECCO Y CIA S.A.C."
"VARI OVALO";LVTDB11B6VH501354;BLANCO;2026-05-15;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GASOLINA 19.03|"
"VARI OVALO";LVTDB11B6VH501855;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE S.A.C."
"VARI OVALO";LVTDB11B6VH502052;NEGRO;2026-05-14;2026-05-08;13;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH 19.03|"
"VARI OVALO";LVTDB11B7VH501346;BLANCO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR S.A.C."
"VARI OVALO";LVTDB11B7VH501363;BLANCO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR S.A.C."
"VARI OVALO";LVTDB11B7VH501878;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B7VH501900;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE S.A.C."
"VARI OVALO";LVTDB11B7VH502061;NEGRO;2026-05-15;2026-05-09;12;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH 19.03|"
"VARI OVALO";LVTDB11B8VH501680;AZUL;2026-05-16;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"VENTA AUTOCAMIONES 19,03|"
"VARI OVALO";LVTDB11B8VH501873;"GRIS NARDO";2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOCAMIONES DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES"
"VARI OVALO";LVTDB11B8VH502022;NEGRO;2026-05-15;2026-05-09;12;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH 19.03|"
"VARI OVALO";LVTDB11B9VH502031;NEGRO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11BXVH501759;NEGRO;2026-05-15;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GASOLINA 19.03|"
"VARI OVALO";LVTDB11B0VH502354;AZUL;2026-05-11;2026-05-05;16;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AUT. SATELITAL S.A.C. ";"VENTA SATELITAL 0890 24.03|"
"VARI OVALO";LVTDB11B6VH502360;AZUL;2026-05-13;2026-05-06;15;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS 23.04|"
"VARI OVALO";LVTDB11B6VH502472;NEGRO;2026-05-12;2026-05-06;15;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 21.03|"
"VARI OVALO";LVTDB11B7VH502464;NEGRO;2026-05-12;2026-05-06;15;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"AUTOC. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES|"
"VARI OVALO";LVTDB11B8VH502232;BLANCO;2026-05-13;2026-05-06;15;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;LISTOS;PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO|"
"VARI OVALO";HJRPBGJB7RF017711T;NEGRO;2024-05-04;2024-04-30;751;"X90 PLUS 2.0T 4X2 7DCT";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C.";"GNECCO Y CIA S.A.C."
"VARI OVALO";LSCABN3E9TE532833T;BLANCO;2026-03-21;2026-03-17;65;"NEW T3 1.5 MEC CABINA SIMPLE";KYC;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI TR."
"VARI OVALO";LSCABN3E0TE142008P;BLANCO;2025-07-05;2025-07-02;323;"NEW T3 1.5 MEC CARGO BOX";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E6SE221182;BLANCO;2024-07-05;2024-06-26;694;"NEW V3 1.5 MEC PANEL";KYC;"LISTOS - REVISADO";PENDIENTE;;"VENTA AUTOSHOP"
"VARI OVALO";LS4ASL2E8VE547876;"AZUL OSCURO";2026-05-15;2026-05-11;10;"NEW V3 1.5 MEC PLUS";KYC;LISTOS;PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES"
"VARI OVALO";LS4ASL2EXVE547877;"AZUL OSCURO";2026-05-18;2026-05-11;10;"NEW V3 1.5 MEC PLUS";KYC;LISTOS;PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES GLP"
"VARI OVALO";LS4ASL2E8TE158782P;"BLANCO BEIGE";2026-01-28;2025-11-14;188;"NEW V5 1.5 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E3TE158334;BLANCO;2026-05-19;2026-05-13;8;"NEW V7 1.6 MEC PLUS";KYC;LISTOS;PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO TR."
"VARI OVALO";LS4ASL2E5TE158500;"AZUL OSCURO";2026-05-11;2026-05-04;17;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"1222 PERU SAC ";"VENTA PLANETA CON GLP"
"VARI OVALO";LS4ASL2E5TE158335P;BLANCO;2025-09-03;2025-09-01;262;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"REVISIÓN PUERTO ";"LAVADO Y RECEPCION"
"VARI OVALO";LS4ASL2E5TE158349P;BLANCO;2025-09-03;2025-09-01;262;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"REVISIÓN PUERTO ";"LAVADO Y RECEPCION"
"VARI OVALO";LS4ASL2EXTE158881;"AZUL OSCURO";2025-11-15;2025-11-10;192;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"INSPECCION SOPORTE TÉCNICO AASA."
"VARI OVALO";LS4ASL2E0TE158453P;"BLANCO BEIGE";2025-10-25;2025-10-22;211;"NEW V7 1.6 MEC PLUS";KYC;LISTOS;PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E2TE158454P;"BLANCO BEIGE";2025-10-25;2025-10-22;211;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E4TE158455P;"BLANCO BEIGE";2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E5TE158478P;GRIS;2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E6TE158456P;"BLANCO BEIGE";2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E6TE158473P;GRIS;2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E8TE158474P;GRIS;2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;LISTOS;PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E9TE158497P;"AZUL OSCURO";2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E9TE158502P;"AZUL OSCURO";2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;LISTOS;PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2EXTE158475P;GRIS;2025-10-31;2025-10-27;206;"NEW V7 1.6 MEC PLUS";KYC;"LISTOS - REVISADO";PENDIENTE;"ALTOS ANDES S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2EXTE495132T;BLANCO;2026-02-27;2026-02-23;87;"NEW V7 1.6 MEC PLUS";KYC;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI TR."
"VARI OVALO";LSCABN3E8TE144296;BLANCO;2026-05-13;2026-05-08;13;"NEW X5 1.5 MEC CARGO BOX";KYC;"LISTOS - REVISADO";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO"
"VARI OVALO";LSCABN3E9TE144615;BLANCO;2025-11-15;2025-11-10;192;"NEW X5 1.5 MEC CARGO BOX";KYC;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"INSPECCIÓN SOPORTE TÉCNICO AASA."
"VARI OVALO";LSCABN3E9TE144601T;BLANCO;2026-03-21;2026-03-17;65;"NEW X5 1.5 MEC CARGO BOX";KYC;LISTOS;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI TR."
"VARI OVALO";WV1ZZZ2HZPA005505R;"BLANCO CANDY";2024-04-27;2024-04-23;758;"AMAROK COMFORTLINE 3.0 V6 TDI 4x4 - AT, 258 CV";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"EXH - ESSA SURQUILLO"
"VARI OVALO";8AWJW62H9TA004662R;"PLATA LUNA";2026-05-06;2026-05-02;19;"AMAROK COMFORTLINE 580TDI, 258CV,";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW La Molina"
"VARI OVALO";8AWJW62H9TA004788;"GRIS PIEDRA";2026-01-29;2026-01-22;119;"AMAROK COMFORTLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";8AWJW62H9TA005343;"VERDE SAGA";2026-01-29;2026-01-22;119;"AMAROK COMFORTLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";8AWJW62HXTA004363;"GRIS PIEDRA";2026-01-23;2026-01-17;124;"AMAROK COMFORTLINE 580TDI, 258CV, 3.0L V6, 4MOTION TIP";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";8AWJW62H7TA004630;"GRIS INDIO";2026-05-18;2026-05-13;8;"AMAROK EXTREME 580TDI, 258CV, 3.0L V6, 4MOTION TIP";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"PERUMOTOR H.G. S.A.C. ";"PERUMOTOR H.G. S.A.C."
"VARI OVALO";8AWDW22H3RA019804R;"AZUL ATLÁNTICO";2025-03-08;2025-03-04;443;"AMAROK HIGHLINE 3.0 V6 TDI 4x4 - AT, 258 CV";"VW Comerciales";"LISTOS - REVISADO";PENDIENTE;"PERUMOTOR H.G. S.A.C. ";"PERUANA DE MOTORES H.G. S.A.C."
"VARI OVALO";3VWCR6BU7TM043304;"GRIS PLATINO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU9TM042039;"AZUL WAIMEA";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU8TM042629;"AZUL WAIMEA";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU6TM044458;"AZUL WAIMEA";2026-05-19;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU9TM044874;"PLATA LUNA";2026-05-19;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU6TM044928;"GRIS PLATINO";2026-05-19;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU3TM044854;"NEGRO PERLADO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU7TM044856;"NEGRO PERLADO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU1TM044884;"NEGRO PERLADO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";3VWCR6BU6TM044878;"GRIS PLATINO";2026-05-19;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";LISTOS;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";9BWCH6CH4SP005731R;"NEGRO NINJA";2025-02-27;2025-02-21;454;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto PDI"
"VARI OVALO";9BWCH6CH7TP007510;"AZUL CORNFLOWER";2025-07-22;2025-07-16;309;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH9TP006908;"AZUL CORNFLOWER";2025-07-22;2025-07-16;309;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH6TP014710P;"ACIANO AZUL";2025-09-16;2025-09-13;250;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI PUERTO"
"VARI OVALO";9BWCH6CH0TP035102;"NEGRO NINJA";2026-05-14;2026-05-09;12;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"EXH ESSA SURQUILLO"
"VARI OVALO";9BWCH6CH3TP035658;"GRIS PLATINO";2026-01-29;2026-01-22;119;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH7TP036036;"ROJO SUNSET";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH8TP035512;"GRIS PLATINO";2026-02-02;2026-01-24;117;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CHXTP035057;"GRIS PLATINO";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH8TP035087T;"GRIS PLATINO";2026-01-26;2026-01-22;119;"NIVUS COMFORTLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"SUR MOTORS S A ";"SUR MOTORS AREQUIPA TR."
"VARI OVALO";9BWCH6CH0TP062591;"BLANCO CRISTAL";2026-05-21;2026-05-16;5;"NIVUS COMFORTLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI VENTA INTERAMERICANA"
"VARI OVALO";9BWCH6CH0TP062302;"GRIS PLATINO";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH1TP062275;"GRIS PLATINO";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH2TP062303;"GRIS PLATINO";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 200 TSI TIP";"VW Pasajeros";LISTOS;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH0RP014484RE;"AZUL BISCAYA";2024-05-04;2024-04-30;751;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";9BWCH6CH8RP014541T;"ROJO SUNSET";2024-04-25;2024-04-22;759;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"SUR MOTORS S A ";"SUR MOTORS AREQUIPA"
"VARI OVALO";9BWCH6CH6RP038112RE;"ROJO SUNSET";2024-05-06;2024-05-02;749;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW La Molina"
"VARI OVALO";9BWCH6CH4TP019694;"ROJO SUNSET";2025-09-29;2025-09-24;239;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH5TP019705;"ROJO SUNSET";2025-09-29;2025-09-24;239;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH4TP026547;"GRIS PIEDRA - NEGRO";2026-02-12;2026-02-06;104;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH4TP031179;"GRIS PIEDRA - NEGRO";2026-02-12;2026-02-06;104;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CHXTP026424;"GRIS PIEDRA - NEGRO";2026-01-17;2026-01-14;127;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CHXTP029307;"ROJO SUNSET";2026-02-25;2026-02-25;85;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROSHOP S.A. ";"VENTA EUROSHOP S.A."
"VARI OVALO";9BWCH6CH2TP019726R;"ROJO SUNSET";2026-02-16;2026-02-09;101;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWCH6CH0TP019711R;"ROJO SUNSET";2026-03-19;2026-03-13;69;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWAH5BZ5TT627288;"NEGRO NINJA";2025-10-23;2025-10-20;213;"POLO HIGHLINE 1.0 TSI TIP";"VW Pasajeros";"LISTOS - REVISADO";PENDIENTE;"EUROMOTORS S.A. ";"ADELANTO PDI ADI"
